title,org,desc
Grab 'n Go Breakfast volunteers & sponsors needed,IMD Guest House,Grab & Go Breakfast volunteers and sponsors needed. We like to offer our guests a light continental breakfast in our Community Room...
Program Assistant,RESOLUTE HEALTH OUTREACH,"Resolute Health Outreach is looking for a Program Assistant to perform basic administrative duties such as answering emails, filing, trip..."
Photographers Needed for Charity Fashion Show,Compass to Care Childhood Cancer Foundation,Compass to Care's biggest event of the year is coming up quickly and we need volunteers to help make it a huge success. We need you!!...
Veteran Pinning Facilitator,JourneyCare,Veteran Volunteers play a unique and very important role in the care we provide to our hospice patients. This particular role supports...
Hospice CareCenter Volunteer - Chicago,JourneyCare,Volunteer in your community and set your own schedule! JourneyCare is looking for volunteers to serve at our Hospice CareCenter in...
Team Care Coordinator Assist- Chicago,JourneyCare,"Who is JourneyCare? The largest nonprofit provider of palliative, and supportive care in Illinois, JourneyCare serves nearly 4,000 adult..."
Deliver Life-Saving Products to Hospitals and Facilities,American Red Cross - Chicago and Northern...,Volunteer as a Biomedical Transportation Specialist and deliver lifesaving blood products from Red Cross distribution facilities to...
Put a smile on a patient's face! Children's Hospital volunteers wanted!,Ann & Robert H. Lurie Children's Hospital of...,Ann & Robert H. Lurie Children's Hospital of Chicago is seeking interested candidates to help in a variety of volunteer roles with...
Volunteer Super Hero(ine),Above and Beyond family Recovery Center,Above and Beyond Family Recovery Center provides FREE counseling service to the most under-served substance abusing populations in...
Furniture Repair Person,Above and Beyond family Recovery Center,"Addiction does not have to be ugly, even when the populations we serve are homeless, poverty-stricken, and incarceration experienced. In..."
LCPC,Above and Beyond family Recovery Center,"Above and Beyond is looking for LCPC Counselors, either retired or in-between employers, who would like to give of themselves to help the..."
Energetic Volunteers Wanted for Camp One Step!,Camp One Step,Thank you for considering to volunteer your time and talent to help kids that have been diagnosed with Cancer and their families. We are...
Spanish Medical Interpreter,CommunityHealth,"At CommunityHealth, we rely on generous volunteer interpreters to make sure our Spanish-speaking patients have the opportunity to..."
Polish Medical Interpreter,CommunityHealth,"CommunityHealth is a free health clinic serving the low-income, uninsured. At CommunityHealth, we rely on generous volunteer interpreters..."
Volunteer Medical Assistant / Phlebotomist / Lab Technician,CommunityHealth,"CommunityHealth relies on volunteers to keep all aspects of our volunteer-based free health clinic running, including in our full-service..."
ChiPOP Community Engagement Volunteer,POP ON TEEN VIOLENCE INC,Expanding community engagement within the Northwest Indiana and Chicagoland areas through: 1. Partnering up with local middle school and...
Volunteers Needed for Footcare Clinic,Care For Friends,Foot Clinic is a service offered on the third Saturday and last Monday of every month from 10am-12pm. People experiencing homelessness...
Healthy Living Skills Facilitator,The Boulevard: The Road to Health and Home,Purpose: The overall goal is to equip residents with the knowledge and skills to be able to manage their own lives in a healthy and...
Looking to join a Board of Directors?,The Boulevard: The Road to Health and Home,"Are you interested in providing your professional expertise to reduce homelessness in Chicago? Founded in 1994, The Boulevard of Chicago..."
Project Onward Part-Time Counselor/Therapist/Psychologist,Project Onward,"Project Onward is a gallery and studio that supports the professional development of artists with exceptional talents and challenges,..."
Certified Tech -Pharmacy,PRESENCE SAINTS MARY AND ELIZABETH MEDICAL CENTER,"We are looking for professional, compassionate volunteers who are 18 years and over with excellent customer service skills to help out in..."
Resale Shop Volunteer,PRESENCE SAINTS MARY AND ELIZABETH MEDICAL CENTER,Volunteers will provide a welcoming retail environment to all customers; merchandise items donated; handle sales and bag merchandise; and...
Looking for volunteer Medical Staffing for Camp!,Camp One Step,"We are looking for medical volunteers for upcoming One Step Programs. We offer camps and programs for children whom are battling cancer,..."
Help Send a Kid With Cancer to Camp!,Camp One Step,We are looking for volunteers that are interested in helping our mission of making sure that kids with cancer can have amazing...
Veteran-to-Veteran Volunteer Opportunity,"Unity Hospice of Chicagoland, Northwest...",We invite you to make a difference in the life of a fellow military veteran. You were there for each other when you served so very far...
Patient Care and Administrative Volunteer Opportunity,"Unity Hospice of Chicagoland, Northwest...","""People are like stained-glass windows. They sparkle and shine when the sun is out, but when the darkness sets in, their true beauty..."
Healthcare Clinic Volunteer - Healthcare Experience Needed,Care For Friends,The Care for Friends Healthcare clinic is a service offered on the 2nd Saturday of every month. Health issues and lack of healthcare...
Special Services Volunteer,Rush University Medical Center,"This active service includes transporting patients by wheelchair, running patient errands, delivering flowers, patient visiting, clerical..."
Paws for Patients-Volunteer with your Dog!!,"Unity Hospice of Chicagoland, Northwest...",Is Your Dog Itching to Make a Difference? Your certified pet can help hospice patients! Volunteering for Unity Hospice is very flexible!...
BEDSIDE MAGIC - DOWNTOWN: LURIE CHILDREN'S HOSPITAL - Bring joy and magic to sick kids,Open Heart Magic,Open Heart Magic (OHM) is a nonprofit organization that brings the joy of magic to sick kids in hospitals. As a volunteer Hospital...
BEDSIDE MAGIC - DOWNTOWN CHICAGO: RUSH UNIVERSITY MEDICAL CENTER - Bring joy and magic...,Open Heart Magic,Open Heart Magic (OHM) is a nonprofit organization that brings the joy of magic to sick kids in hospitals. As a volunteer Hospital...
Albany Park area (Chicago) Home Hospice Patient Support/Companion Volunteer,Rainbow Hospice and Palliative Care,"Work near your home! As a Hospice Patient Support/Companion Volunteer, you will be assigned to support a hospice patient and their family..."
Medical Terminology Tutor,Jane Addams Resource Corporation,The mission of Jane Addams Resource Corporation (JARC) is to ensure that people who work do not live in poverty. We do this by providing...
Jefferson Park area (Chicago) Home Hospice Patient Support/Companion Volunteer,Rainbow Hospice and Palliative Care,"Work near your home! As a Hospice Patient Support/Companion Volunteer, you will be assigned to support a hospice patient and their family..."
Want some real world experience in a clinical environment?,Rush Oak Park Hospital,Are you thinking of going into the health care field? Want to see what it's like working with patients in a hospital environment? Our...
General Surgical Floor Unit Assistant volunteer,Rush Oak Park Hospital,Unit Assistant volunteers act as patient ambassadors on our in-patient floors. Their main responsibility is to conduct hourly rounding on...
Telemetry Unit Assistant volunteer,Rush Oak Park Hospital,Unit Assistant volunteers act as patient ambassadors on our in-patient floors. Their main responsibility is to conduct hourly rounding on...
Veteran Volunteer and Friend for Hospice,Kindred Hospice,Kindred Hospice is seeking Military Veteran volunteers to provide companionship and socialization to Veteran patients with life-limiting...
Orthopedic Unit Assistant volunteer,Rush Oak Park Hospital,Unit Assistant volunteers act as patient ambassadors on our in-patient floors. Their main responsibility is to conduct hourly rounding on...
Out Patient Therapy Volunteer,Rush Oak Park Hospital,"In addition to observing Therapists, Therapy volunteers will also provide assistance with non-clinical program duties as needed...."
Give Children the Greatest Gift,"Normal Moments, Inc.","When a child is in pain or feeling ill, you never hear them say ""I want to go to Disney World"". Rather, they say ""I WANT..."
Foster Volunteer,Tree House Humane Society,"Fostering is a life saving experience for the cats and kittens Tree House assists, and a life changing experience for the volunteers who..."
Music volunteers needed to play for our patients!,Rush Oak Park Hospital,"Do you play a stringed instrument such as a harp, violin or guitar? What about the piano? We have several openings in our volunteer music..."
Share Your Canine Companion and Enhance the Lives of Seniors!,Chicago Methodist Senior Services,Chicago Methodist Senior Services Position Title: Therapeutic Pet Visitor POSITION SUMMARY: The primary purpose of your position is to...
Pulmonary Rehab Volunteer,Rush Oak Park Hospital,"Under the direction of the Pulmonary Rehab Coordinator, responsibilities will include: transporting patients in wheelchairs; cleaning..."
Laboratory Front Desk Volunteer,Rush Oak Park Hospital,Laboratory Front Desk volunteers assist staff in providing a more efficient and effective working environment. Responsibilities include:...
Information Technology (IT) Volunteer,Rush Oak Park Hospital,IT Volunteers assist staff in providing a more efficient and effective working environment. Volunteer duties may include; Entry level IT...
Information Desk Volunteer,Rush Oak Park Hospital,"Information Desk volunteers provide customer service support to the Hospital's patients, visitors, and staff. Under the direction of the..."
Volunteer Workshop Facilitators Needed for Take Charge of Your Health Programs,AgeOptions,Do you have a passion for serving others in the community? Do you find health and wellness as important in overall quality of life? Do...
Southside Chicago Hospice Volunteers Needed,Loyola Medicine Hospice,Loyola Medicine Hospice is looking for compassionate people who would like to volunteer their time to make the lives of those who are...
Out of the House Program Assistant,JASC,Are you looking for a volunteer opportunity in your community? JASC is seeking volunteers to provide companionship and help with general...
C4P AmeriCorps Program,"Comprehensive Care, Community, and Culture...","What is AmeriCorps? AmeriCorps is a national service program that involves people in ""getting things done"" in communities...."
Valued Volunteers Needed: Inpatient Center: Holy Cross Hospital,Seasons Hospice and Palliative Care- Illinois,"We are looking for volunteers to offer a supportive presence, socialization and to assist in our Legacy Program by creating legacy..."
Valued Volunteers Needed: Inpatient Center Vounteers: Swedish Covenant Hospital,Seasons Hospice and Palliative Care- Illinois,"We are looking for volunteers to offer a supportive presence, socialization and to assist in our Legacy Program; creating legacy projects..."
Valued Volunteers Needed: Inpatient Center Volunteers: MacNeal Hospital,Seasons Hospice and Palliative Care- Illinois,"We are looking for volunteers to offer a supportive presence, socialization and to assist with out Legacy Program; creating legacy..."
Share Your Healing Touch! Become a Massage Therapist for Seniors!,Chicago Methodist Senior Services,Position Title: Massage Therapist Program/Department: Wesley Place/Hartwell Place/Covenant Home Reports To: Director of Volunteer...
Brighten the days of older adults through                     Musicians on Call,Chicago Methodist Senior Services,"Musicians on Call, a non-profit organization that brings live and recorded music to the bedsides of patients in healthcare facilities..."
Therapy Dogs needed for Hospice visits-Oak Park,Transitions Hospice,Make a difference in the life of someone nearing the end of their journey. Registered Therapy Dog teams needed to provide friendly visits...
Board of Directors,NAMI METRO SUBURBAN INC,Responsibilities shall include but not be limited to the following: (a) To direct the activities and resources of this organization to...
Finance and Human Resource Committee Volunteer,NAMI METRO SUBURBAN INC,NAMI Metro Suburban is seeking volunteers for its Finance and Human Resource Committee. The FHR Committee meets on the third Wednesday of...
Acupuncturist,American Indian Health Service of Chicago,Looking for a volunteer acupuncturist to work with primary care doctor and mental health counselor to provide free or low cost services...
Help Seniors in Melrose Park!,Residential Hospice,We are looking for individuals who really want to make a difference for seniors in their community. We need volunteers to provide...
Hospice Companion in La Grange,Residential Hospice,"We are searching for people who are truly interested in not just volunteering, but really making a difference. Your presence could bring..."
Evanston area Massage Therapy Hospice Volunteer,Rainbow Hospice and Palliative Care,Massage Therapist Volunteers are assigned to support a hospice patient and their family in your community by providing gentle massage and...
Skokie area Massage Therapist Hospice Volunteer,Rainbow Hospice and Palliative Care,Massage Therapist Volunteers are assigned to support a hospice patient and their family in your community by providing gentle massage and...
Park Ridge area Pet Therapy Hospice Volunteer,Rainbow Hospice and Palliative Care,Patient Support volunteers with a pet companion are part of the interdisciplinary team and provide support in various settings including...
Evanston area Pet Therapy Hospice Volunteer,Rainbow Hospice and Palliative Care,Patient Support volunteers with a pet companion are part of the interdisciplinary team and provide support in various settings including...
La Grange area Pet Therapy Hospice Volunteer,Rainbow Hospice and Palliative Care,Patient Support volunteers with a pet companion are part of the interdisciplinary team and provide support in various settings including...
Park Ridge area Massage Therapy Hospice Volunteer,Rainbow Hospice and Palliative Care,Massage Therapist Volunteers are assigned to support a hospice patient and their family in your community by providing gentle massage and...
Niles area Massage Therapy Hospice Volunteer,Rainbow Hospice and Palliative Care,Massage Therapist Volunteers are assigned to support a hospice patient and their family in your community by providing gentle massage and...
Visit hospice patients in Bridgeview,Angels Grace Hospice,Angels Grace Hospice is looking for people who would like to make short visits to hospice patients in the Bridgeview area. These visits...
Visit Hospice Patients in LaGrange/Hinsdale area,Angels Grace Hospice,Angels Grace Hospice is looking for people who would like to make short visits to hospice patients in the LaGrange/Hinsdale area. These...
Pet Therapy for Hospice Patients in Bridgeview Nursing Homes,Angels Grace Hospice,"Are you looking for a Pet Therapy volunteer opportunity that is flexible? As an Angels Grace Hospice volunteer, you can plan your visits..."
Pet Therapy for Hospice Patients in LaGrange/Hinsdale Nursing Homes,Angels Grace Hospice,"Are you looking for a Pet Therapy volunteer opportunity that is flexible? As an Angels Grace Hospice volunteer, you can plan your visits..."
St. Jude Fashion Show - Raffle Sales,ALSAC/St. Jude Children's Research Hospital,"The 25th Annual St. Jude Fashion Show will be held on Sunday, November 10th, 2019 at the Donald E. Stephens Convention Center in Rosemont..."
St. Jude Fashion Show - Check Out,ALSAC/St. Jude Children's Research Hospital,"The 25th Annual St. Jude Fashion Show will be held on Sunday, November 10th, 2019 at the Donald E. Stephens Convention Center in Rosemont..."
St. Jude Fashion Show - Greeter/Floater,ALSAC/St. Jude Children's Research Hospital,"The 25th Annual St. Jude Fashion Show will be held on Sunday, November 10th, 2019 at the Donald E. Stephens Convention Center in Rosemont..."
Franklin Park area Home Hospice Patient Support/Companion Volunteer,Rainbow Hospice and Palliative Care,"Work near your home! As a Hospice Patient Support/Companion Volunteer, you will be assigned to support a hospice patient and their family..."
La Grange area Home Hospice Patient Support/Companion Volunteer,Rainbow Hospice and Palliative Care,"Work near your home! As a Hospice Patient Support/Companion Volunteer, you will be assigned to support a hospice patient and their family..."
Evanston area Home Hospice Patient Support/Companion Volunteer,Rainbow Hospice and Palliative Care,"Work near your home! As a Hospice Patient Support/Companion Volunteer, you will be assigned to support a hospice patient and their family..."
St. Jude Dream a Little Dream Fashion Show,ALSAC/St. Jude Children's Research Hospital,"The 25th Annual St. Jude Fashion Show will be held on Sunday, November 10th, 2019 at the Donald E. Stephens Convention Center in Rosemont..."
Chicago area Home Hospice Patient Support/Companion Volunteer,Rainbow Hospice and Palliative Care,"Work near your home! As a Hospice Patient Support/Companion Volunteer, you will be assigned to support a hospice patient and their family..."
Park Ridge area Home Hospice Patient Support/Companion Volunteer,Rainbow Hospice and Palliative Care,"Work near your home! As a Hospice Patient Support/Companion Volunteer, you will be assigned to support a hospice patient and their family..."
Hospice Volunteer-Chicago and Southern Suburbs,Advocate Hospice,Volunteer services would be in a patients home or facility through out the area listed below. Offering support to the terminally ill and...
Provide Compassionate Support to brighten a Hospice Journey,Kindred Hospice,"Many of us have experienced a loss in our lives - a sibling, a parent, a grandparent, a child. Think back on that time - who supported..."
Volunteer in Hospice - Make End of Life more Beautiful,Kindred Hospice,Are you an enthusiastic singer? Do you play guitar or ukulele like a star (or at least passably)? Are you crazy about coloring and love...
"Compassionate Teens, Students, and Adults Needed to Visit Hospice Patients in...",Harbor Light Hospice,Are you a compassionate and caring person? Do you have at least 2 hrs. in the week or weekend to help? Empathetic volunteers will serve...
Experienced Beverage and Drink Server,Mental Health Association GC (MHAGC),This is for our fall fundraiser - date and location in the works- and we need some help. We need someone to mix and serve the drinks and...
Event Planning volunteer,Mental Health Association GC (MHAGC),MHAGC Event Planner Overview The MHAGC Event Planning role is for individuals who enjoy planning events and working to make them...
Membership Drive Volunteer,Mental Health Association GC (MHAGC),Volunteers make calls and assist potential members - both members and referral service members - with setting up a pledge or directing...
Volunteers needed for Senior companionship.,Great Lakes Caring Hospice,"Make a real difference in someone's life! Great Lakes Caring/Elara Hospice, a leading care provider in the Midwest, is looking for..."
Volunteers companionship needed for the elderly,Great Lakes Caring Hospice,"Make a real difference in someone's life! Great Lakes Caring/Elara Hospice, a leading care provider in the Midwest, is looking for..."
Physical Therapy Office Clerical Assistance,Cantata Adult Life Services,Cantata Adult Life Services is a nonprofit organization committed to the changing needs of the community and our campus. We continue to...
Nursing Unit Clerk,Cantata Adult Life Services,Cantata Adult Life Services is a nonprofit organization committed to the changing needs of the community and our campus. We continue to...
Pediatrics Child Life Volunteer,Loyola University Health System,A volunteer’s role in Child Life is to bring a smile and lend a helping hand in ways that increase the comfort and care provided to...
Child Life Playroom,Loyola University Health System,A volunteer’s role in Child Life is to bring a smile and lend a helping hand in ways that increase the comfort and care provided to...
Help Give Cancer Patients a Much-Needed Ride!,American Cancer Society,One of the biggest road blocks to cancer treatment can be lack of transportation. That's why the American Cancer Society Road To Recovery...
Intern - Operations,Solidarity Bridge,Summary: The Operations Intern (OI) has a central role in supporting the day-to-day administrative needs of the office and staff....
St. Jude Volunteer Office Administrative Assistant,ALSAC/St. Jude Children's Research Hospital,Position Title: Volunteer Office Administrative Assistant Position Purpose: To support the St. Jude mission & vision and provide the...
"Patient Visit Volunteer and Friend in Morton Grove, Niles, Skokie Area","KINDRED HOSPICE, formerly Gentiva Hospice",Kindred Hospice is seeking volunteers to provide companionship and support to patients with life-limiting illnesses and their families in...
Volunteers--- Patient Ambassador @ Amita Health Saint Francis Hospital Evanston,Amita Health Saint Francis Hospital Evanston,Volunteer at Amita Health Saint Francis Hospital Evnston and become part of a special group of people who care! Volunteers who care are...
Help deliver meals to area seniors!,"norVOLution, Norwood's Volunteer Revolution","Do you have extra time on your hands? Have a desire to help others? Norwood Seniors Network, located in the Norwood Park neighborhood, is..."
Internship NAMI CCNS,NAMI COOK COUNTY NORTH SUBURBAN,Be an intern for a mental health nationwide non-profit! Learn about the programs/events of NAMI CCNS.
Bring a Smile to a Hospice Patient!,Heartland Hospice,"Volunteers are the HEART of Heartland Hospice! We are looking for special individuals who live in oak Lawn, Burbank and surrounding..."
Hospice Vigil Volunteers Needed,Heartland Hospice,Our number one goal at Heartland Hospice is to ensure no one dies alone. A hospice Vigil Volunteer is one of Heartland's most special and...
Share your pets unconditional love with a Hospice patient,Heartland Hospice,Volunteers are the HEART of Heartland Hospice! We are looking for more pet therapy teams to join our growing team of amazing volunteers!...
No Veteran Dies Alone!,Heartland Hospice,"Through our Veterans Companion Program, Veterans will have the unique ability to support other Veterans who are terminally ill. Heartland..."
Volunteer Thrift Shop Associate,"norVOLution, Norwood's Volunteer Revolution",The nonprofit Norwood Life Society Thrift Shop has been a part of the fabric of the Norwood Park community for over 30 years. People know...
Volunteer - Supply Chain,Solidarity Bridge,"Solidarity Bridge for the past 20 years has been partnering with medical communities in Bolivia to increase access to safe, essential,..."
Companion Volunteer-Hospice-Park Ridge,Transitions Hospice,Make a difference in the life of someone nearing the end of their journey. Hospice Volunteers needed to provide companionship and...
Auxiliary Board member(volunteer),SUBURBAN PRIMARY HEALTH CARE COUNCIL,The Suburban Primary Health Care Council is seeking interested candidates who are passionate about making a difference in the community...
Community Outreach Volunteer,NAMI METRO SUBURBAN INC,"NAMI Metro Suburban is seeking a volunteer who believes in our mission of improving the lives of individuals, families, and communities..."
EPD/Patient Transport,Advocate Christ Medical Center / Volunteer...,"Retrieve/clean equipment, fill equipment orders, deliver equipment, deliver wheelchairs, carts and other related duties. Times needed is..."
Concierge!  Bring compassion to the sick,Amita Health Saint Francis Hospital Evanston,"In addition to delivering excellent care and service, we want to inspire people to see their health in a new way. More than doctor visits..."
"Look Good, Feel Better! American Cancer Society sponsored women's support group",Amita Health Saint Francis Hospital Evanston,"Help us build our Look Good, Feel Better! program created with the American Cancer Society. We're building a women's support group for..."
Zumba Instructor,Meals on Wheels Foundation of Northern Illinois,Our Brookfield Cafe for Seniors is looking for a volunteer Zumba instructor to teach classes on site 2x per month! Who doesn't enjoy...
Zumba Instructor,Meals on Wheels Foundation of Northern Illinois,Our Melrose Park Cafe for Seniors is looking for a volunteer Zumba instructor to teach classes on site 2x per month! Who doesn't enjoy...
Zumba Instructor,Meals on Wheels Foundation of Northern Illinois,Our Franklin Park Cafe for Seniors is looking for a volunteer Zumba instructor to teach classes on site 2x per month! Who doesn't enjoy...
Zumba Instructor,Meals on Wheels Foundation of Northern Illinois,Our Hometown Cafe for Seniors is looking for a volunteer Zumba instructor to teach classes on site 2x per month! Who doesn't enjoy having...
Hospice Volunteer,Advocate Hospice,In the Western suburbs of Chicago. To supporting terminally ill patients and their families by offering a compassionate presence. You...
BEDSIDE MAGIC - OAK LAWN: ADVOCATE CHILDREN'S HOSPITAL - Bring joy and magic to sick kids,Open Heart Magic,Open Heart Magic (OHM) is a nonprofit organization that brings the joy of magic to sick kids in hospitals. As a volunteer Hospital...
BEDSIDE MAGIC - PARK RIDGE: ADVOCATE CHILDREN'S HOSPITAL - Bring joy and magic to sick...,Open Heart Magic,Open Heart Magic (OHM) is a nonprofit organization that brings the joy of magic to sick kids in hospitals. As a volunteer Hospital...
"""Never die alone"" Hospice Companions in OakBrook",Residential Hospice,Do you want to build relationships with seniors in your community? We are searching for people who are truly interested in not just...
Veteran Helping Veterans,Residential Hospice,We are actively seeking persons who have served in the United States Military to provide companionship and support to fellow vets now on...
Make meaningful connections with seniors in Villa Park,Residential Hospice,"We are searching for people who are truly interested in not just volunteering, but really making a difference. Your presence could bring..."
Palos Heights- Supportive Presence for Hospice Patients,Residential Hospice,We are looking for someone to provide support to hospice patients in the Palos Heights area. Your presence alone can make someone feel...
Cosmetologist Volunteers Wanted for Seniors,Residential Hospice,"We are searching for cosmetologist who are truly interested in making a difference, not just providing services. Your presence could..."
Bring a smile to seniors in Westmont,Residential Hospice,"We are searching for people who are truly interested in not just volunteering, but really making a difference. Your presence could bring..."
Give back to hospice patients in Westmont,Residential Hospice,"If you've ever felt like you haven't had the time to make a significant impact, perhaps we could help. Our patients and families are..."
Elmhurst area Massage Therapy Hospice Volunteer,Rainbow Hospice and Palliative Care,Massage Therapist Volunteers are assigned to support a hospice patient and their family in your community by providing gentle massage and...
Addison area Pet Therapy Hospice Volunteer,Rainbow Hospice and Palliative Care,As a Pet Therapy Volunteer you and your pet will be assigned to visit patients in your own community. You bring your special skills and...
Addison area Massage Therapy Hospice Volunteer,Rainbow Hospice and Palliative Care,Massage Therapist Volunteers are assigned to support a hospice patient and their family in your community by providing gentle massage and...
Elmhurst area Pet Therapy Hospice Volunteer,Rainbow Hospice and Palliative Care,Patient Support volunteers with a pet companion are part of the interdisciplinary team and provide support in various settings including...
Addison area Patient Support Home Hospice Volunteer,Rainbow Hospice and Palliative Care,"Help near your home! As a Home Patient Support Volunteer, you will be assigned to support a hospice patient and their family in your..."
Do you want to give back in a meaningful way? Direct Care and Office skills needed!,Grace Hospice of Chicago,"Are you interested in helping others? Do you have great people skills? If so, please consider volunteering at Grace Hospice. Everyday is..."
Villa Park area Massage Therapy Hospice Volunteer,Rainbow Hospice and Palliative Care,Massage Therapist Volunteers are assigned to support a hospice patient and their family in your community by providing gentle massage and...
Glenview area Massage Therapy Hospice Volunteer,Rainbow Hospice and Palliative Care,Massage Therapist Volunteers are assigned to support a hospice patient and their family in your community by providing gentle massage and...
Massage Therapist,Grace Hospice of Chicago,Are you a Massage Therapist who is interested in giving back to your community in a meaningful way? Grace Hospice is looking for an...
"Make a ""Dog-Gone"" Difference in a Hospice Patient's Life",VITAS Healthcare of Chicagoland NW,"VITAS invites friendly and well-behaved pets to join the Paw Pals SM program, in which animals and their humans learn how to visit..."
Volunteer to bring Harmony and Happiness to Hospice Patients,VITAS Healthcare of Chicagoland NW,Opportunity Description: VITAS Healthcare(r) is looking for musical volunteers who are able to play musical instruments and/or sing for...
Visit Hospice Patients in Burr Ridge Area,Angels Grace Hospice,Angels Grace Hospice is looking for people who would like to make short visits to hospice patients in the Burr Ridge area. These visits...
Stitch a Memory Bear. Create a Forever Friend.  Immediate Need,VITAS Healthcare of Chicagoland NW,VITAS Healthcare(r) is looking for people who love to sew who are able to share their skills with hospice patients and families. A Memory...
