title,org,desc
"BEDSIDE MAGIC - DOWNTOWN CHICAGO: LURIE'S, UNIV. OF CHICAGO COMER, & RUSH - Bring joy...",Open Heart Magic,Open Heart Magic (OHM) is a nonprofit organization that brings the joy of magic to sick kids in hospitals. As a volunteer Hospital...
Chicago National Office 2019 Volunteers,Muscular Dystrophy Association,"Be involved behind the scenes at MDA, working closely with dedicated MDA staff to advance the mission of driving innovations in science..."
Chicago National Office 2019 Volunteer Leadership Committee,Muscular Dystrophy Association,"The Muscular Dystrophy Association has an exciting new volunteer opportunity for anyone in Chicago looking to lead, share ideas, build..."
Community Outreach Coordinator/ SouthSide Chicago,In Her Shoes Foundation,The Community Outreach Coordinator is an experienced professional responsible for cultivating strategic partnerships through community...
Newsletter Editor Empowering Women & Girls,In Her Shoes Foundation,"Newsletter Editor Duties Build content that will help elevate and expand the organization Work with the Executive Committee as the tenor,..."
Branding & Content Leader Empowering Women + Girls,In Her Shoes Foundation,Branding & Content Leader Duties Be engaged throughout the organization to understand IHSF inner workings Be a brand steward and help...
Start Early: Read with Kindergarten students in Chicago Public Schools!,Working In The Schools (WITS),WITS Kindergarten (WITSK) develops trusting and fun relationships between adults and students with the intention of developing the...
Build Community in Chicago Public Schools: Become a Classroom Reading Tutor!,Working In The Schools (WITS),The Classroom Reading Tutor (CRT) program builds relationships between a volunteer and a Rochelle Lee Teacher Awardee that influences the...
Sponsorship and Prize Coordinator,Advocates for Adolescent Mothers,We are seeking a dependable sales oriented professional to solicit and maintain sponsorship and prizes for our 10 Year Celebration. The...
Join KID's Young Professionals Board!,Kids In Danger,The KID Young Professionals Board consists of a group of young professionals emerging in their careers around the Chicagoland area. Our...
Family Support Coordinator (1700 hour AmeriCorps),Chicago HOPES for Kids,Chicago HOPES for Kids provides shelter-based academic support for children in Chicago's homeless and domestic violence shelters. We run...
Volunteer Coordinator (1700 hour AmeriCorps member),Chicago HOPES for Kids,Chicago HOPES for Kids provides shelter-based academic support for children in Chicago's homeless and domestic violence shelters. We run...
Program Coordinator (1700 hour AmeriCorps member),Chicago HOPES for Kids,Chicago HOPES for Kids provides shelter-based academic support for children in Chicago's homeless and domestic violence shelters. We run...
Outreach Coordinator (1700 hour AmeriCorps State),Chicago HOPES for Kids,Chicago HOPES for Kids provides shelter-based academic support for children in Chicago's homeless and domestic violence shelters. We run...
Auxiliary Board,The Big Shoulders Fund,Eight years ago we formed our Auxiliary Board to engage active and altruistic young professionals. The group has a growing membership of...
Big Shoulders Catholic Elementary School Mentors,The Big Shoulders Fund,To work with a group of middle school students in one of eight Catholic elementary schools---first come-first pick. To encourage them...
K-12 Tutors Needed,Horizons for Youth,Horizons for Youth is a Chicago community committed to helping children in low-income families recognize and achieve their full potential...
K-12 Mentors Needed,Horizons for Youth,Horizons for Youth is a Chicago community committed to helping children in low-income families recognize and achieve their full potential...
Music Teachers for Underprivileged Children,MUSICLINK FOUNDATION,"MusicLink is in need of experienced music teachers and related volunteers in Illinois. With MusicLink, students (children under 18 years..."
Grant Writer empowering women and girls,In Her Shoes Foundation,"POSITION DESCRIPTION Grant Writer Responsibilities include: -Responsible for conducting all activities required preparing, submitting,..."
"Intern various locations Chicago, Barrington, Park Ridge, Lake Forest",In Her Shoes Foundation,Various Project opportunities to work on site and some remote. Please email us if you are interested inhershoesfoundation@gmail.com
Join KID's 2019-2020 Intern Team for hands-on nonprofit experience,Kids In Danger,KID is looking for motivated volunteers to help fulfill the organization’s mission during the 2019-2020 school year. Because we are...
Volunteer with Kids In Danger!,Kids In Danger,Kids In Danger (KID) is a nonprofit organization founded by Chicago parents in 1998 after the death of their son Danny. We are a small...
Help us raise $ for children's safety,Kids In Danger,The volunteer will work with KID's staff to assist with general development efforts which may include: helping with upcoming fundraising...
Empower Young Girls Program Mentor,In Her Shoes Foundation,JOB DESCRIPTION Facilitator for Teen Girls Program/ Youth Coordinator The purpose of IHSF (In Her Shoes Foundation) is to bring women of...
Mentor Girls (Chicago & Suburbs),In Her Shoes Foundation,Group Mentor for Teen Girl Program/ Youth Coordinator (Chicago & Suburbs) The purpose of IHSF (In Her Shoes Foundation) is to empower...
Public Relations Coordinator,In Her Shoes Foundation,VOLUNTEER DESCRIPTION POSITION DESCRIPTION Public Relations Coordinator In Her Shoes Foundation is a 501(c)3 organization that is...
Brand Ambassador Empowering women + girls,In Her Shoes Foundation,In Her Shoes Foundation is looking for enthusiastic ambassadors to help spread the word about our organization across the city of Chicago...
Social Media Representative,In Her Shoes Foundation,POSITION DESCRIPTION IHSF Social Media Representative Responsibilities include: -Increase In Her Shoes Foundation awareness on key social...
Board of Directors President and Vice President,In Her Shoes Foundation,Board of Directors In Her Shoes Foundation Board Development Committee is seeking qualified candidates to join the Board of Directors for...
Mentor Teen Girls - South Side Chicago,In Her Shoes Foundation,Group Mentor for Teen Girl Program/ Youth Coordinator The purpose of IHSF (In Her Shoes Foundation) is to empower and inspire every woman...
Finance Coordinator,In Her Shoes Foundation,Financial Coordinator The Financial Coordinator will be responsible for executing daily financial activities that are in compliance with...
Newsletter Editor,In Her Shoes Foundation,NEWSLETTER EDITOR VOLUNTEER POSITION DESCRIPTION In Her Shoes Foundation is a 501(c)3 organization that is dedicated to making a positive...
Human Resources Director,In Her Shoes Foundation,HR Committee Chair Reporting to: Executive Director Responsibilities include: Actively recruit for positions within the organization Help...
Webinar Development and Management,In Her Shoes Foundation,Webinar Development and Manager is responsible for developing and executing a clearly defined webinar program strategy in a manner that...
Graphic Design and Web Manager,In Her Shoes Foundation,"Volunteer Position: Graphic Design and Web Manager Committee: Marketing Experience: 4+ years of related experience in the Advertising,..."
CRM Specialist,In Her Shoes Foundation,In Her Shoes Foundation seeks dedicated and experienced individual who is able to commit and willing to dedicate time to our growing...
Curriculum Developer,In Her Shoes Foundation,"Curriculum Developer The curriculum developer, also known as an instructional coordinator, is an educational professional who focuses on..."
Annual Gala Event Planner,In Her Shoes Foundation,Gala Volunteer Event Planner Duties: 1. Attend all committee meetings and phone calls as needed. 2. Keep a file of all pertinent...
Program Manager for Ready Set Girls Academy,In Her Shoes Foundation,In Her Shoes Foundation is excited to offer a new and unique mentor program called Ready Set Girls Academy. The goal of this program is...
Intern Coordinator,In Her Shoes Foundation,"Intern Coordinator Responsibilities include: Mentor new interns in the organization Conduct meetings to assess progress, encourage..."
Membership Coordinator,In Her Shoes Foundation,Membership Coordinator Position Summary: Membership Coordinator is expected to oversee and manage IHSF’s membership activities...
Associate Board Volunteer,In Her Shoes Foundation,What is the In Her Shoes Foundation Associate Board? The Associate Board is an auxiliary board of In Her Shoes Foundation comprised of...
Community Outreach Liaison,In Her Shoes Foundation,Community Outreach Liaison: Reaching out to Chicagoland middle schools and high schools and either 1) signing up schools for the RSGA...
Group Mentor Lead,In Her Shoes Foundation,"Group Mentor Lead: Communicating with site coordinators (at sites or schools) about logistics of RSGA implementation (when, where,..."
Youth Leader - Chicago Metro South,AWOFINC,AWOFINC Youth Leaders Must................ Be affiliated with AWOFINC or any affiliate program Be between the ages of 13 and 19 years of...
BEDSIDE MAGIC - HYDE PARK: U OF CHICAGO COMER CHILDREN'S HOSPITAL - Bring joy and magic...,Open Heart Magic,Open Heart Magic (OHM) is a nonprofit organization that brings the joy of magic to sick kids in hospitals. As a volunteer Hospital...
Volunteer with The Kids,The Honeycomb Project,We’re so glad you found us! We host a variety of projects each month to make it easy for your and your kids to get out of the house...
Volunteers needed to host foreign exchange students,Ayusa,Ayusa is seeking volunteers nationwide to help support our exchange students in the following ways: Host Families welcome 1 or 2 exchange...
Dog Team Volunteer - SitStayRead,SitStayRead,"This is a volunteer with their dog who volunteer in the classroom together as a team, having the students come and read with their dog..."
Book Buddy Volunteer - SitStayRead,SitStayRead,"Our Book Buddy volunteers work with small groups of students on reading and writing activities, as dictated in the SitStayRead..."
Looking for People Connectors and Bridge Builders,Aspect Foundation Student Exchange,Aspect Foundation is looking for People Connectors and Bridge Builders nationwide Do you enjoy working with youth and teens? Do you enjoy...
"Volunteer with Girl Scouts, and Be the Role Model She'll Always Remember",Girl Scouts of the USA,"As a Girl Scout volunteer, you’ll introduce girls to new experiences that show them they’re capable of more than they ever..."
Chicago's Little Village and Pilsen neighborhoods need leaders like YOU!,Girl Scouts of Greater Chicago and Northwest...,Girls in Little Village and Pilsen neighborhoods need inspiring Girl Scout troop leaders - people like you! We are looking for people to...
Crisis Line Volunteers For National Runaway & Homeless Youth Hotline (1-800-RUNAWAY),National Runaway Safeline,"Did you know every year 4.2 million youth experience homelessness? Just last year, 1 out of 30 youth ages 13-17 were affected. National..."
Crisis Line Volunteer,National Runaway Safeline,"Did you know every year 4.2 million youth experience homelessness? Just last year, 1 out of 30 youth ages 13-17 were affected. National..."
Make a Difference in Girls Lives! Troop in Lincoln Park area looking for a leader!,Girl Scouts of Greater Chicago and Northwest...,Make a difference in girls lives! St. Ignatius girls are looking for a leader for their Ambassador troop (11th grade). Day and time is...
AMAZING Support Members Needed!,The Honeycomb Project,We're so glad you found us! We are looking for fun and enthusiastic people just like you to help run our weekend volunteer projects for...
Volunteer with The Kids,The Honeycomb Project,We’re so glad you found us! We host a variety of projects each month to make it easy for your and your kids to get out of the house...
"Women, don't just be sad about Child Abuse, do something about it right NOW!!!",Chicktime,Chicktime is a movement of women setting up networks all across America who are taking their place. Visit our website to find a network...
After-School Volunteer in Wicker Park - Rowe Elementary,Junior Achievement of Chicago,Teach elementary school students about all things business with Junior Achievement! We are looking for volunteers to teach a 5-week after...
Become a Crisis Counselor and support people across the country!,Crisis Text Line,"Crisis Text Line provides free, nationwide, 24/7 support for people in crisis, all via text message. The service is powered by volunteer..."
Mural Arts Internship,GREEN STAR MOVEMENT NFP,Apply on our website! https://greenstarmovement.org/internships Want to learn how to make large-scale mosaics? Curious how a design on...
Curriculum Developer,As One We Can Foundation dba The Black Ecosystem,"Hello, The Black Ecosystem (a subsidiary of As One We Can Foundation) is looking for a Curriculum Developer Volunteer who can make sure..."
Fragrance Developer (Fragrance Chemist),As One We Can Foundation dba The Black Ecosystem,"Hello, we are looking for a Fragrance Developer Volunteer. Our youth organization teaches disadvantaged teens ages 16-19 how to develop a..."
Product developer (Fragrance),As One We Can Foundation dba The Black Ecosystem,"Hello there, we are looking for a Product Developer Volunteer to create a perfume bottle! Our youth organization teaches disadvantaged..."
Volunteer Child Care Worker,Little City,Little City's Foster Care and Adoption are looking for volunteer child care workers to help out while there is a Foster Parent training....
Clothing Closet Assistant,La Casa Norte,"Title: Emergency Clothing Closet Assistant ""La Casa Norte’s mission is to serve youth and families confronting homelessness...."
Fundraising Volunteer,Desire to Aspire Mentoring Program,Desire to Aspire is looking for energetic and dedicated individuals interested in supporting the organization through fundraising....
Tutor in Logan Square,Tutoring Chicago,Looking to make a lasting impact on your community? Join our growing volunteer team in Logan Square and help a student develop the...
Be A Youth facilitator: The Service to Armed Forces Resiliency Team NEEDS you!,American Red Cross - Chicago and Northern...,"The youth facilitator will provide re-connection Workshop courses to military, veterans and their families in various community-based..."
Retail Sales Associate - Chicago Store,NORTH SHORE EXCHANGE,"If you are outgoing and enjoy helping others, join us in our beautiful city store and help customers shop for a cause. We are in need of..."
Fashion Assistant for Charity Fashion Show,Compass to Care Childhood Cancer Foundation,"We are seeking volunteers to assist behind the scenes with our fashion show. You will help our models get dressed, find their clothing,..."
Event Volunteers and Photographers Needed for November 9 Gala,Compass to Care Childhood Cancer Foundation,Compass to Care's biggest event of the year is coming up quickly and we need volunteers to help make it a huge success. We need you!!...
Chicago kids need YOU: Be a mentor & a tutor... be the difference! Volunteer in the...,Midtown Educational Foundation - Metro for...,"Chicago low-income students need you! Students who attend Metro self-report growth in confidence, friendship, and leadership skills AND..."
Volunteer with The Kids,The Honeycomb Project,We’re so glad you found us! We host a variety of projects each month to make it easy for your and your kids to get out of the house...
Non-profit seeking committee members for board,Community TV Network,"Seeking highly exceptional professionals motivated to help underserved kids from Chicago. For children and even some adults, one of the..."
Field Experience Chaperone,GCE Lab School,The purpose of this position is to provide supervision support and guidance for students as they travel with their academic classes on...
St. Jude Univision Radiothon,ALSAC/St. Jude Children's Research Hospital,St. Jude Promesa y Esperanza Radiothon We are in need of bilingual volunteers for our Univision Chicago and St. Jude Promesa y Esperanza...
2019-20 Academic Decathlon Volunteer Recruitment,Chicago Public Schools Academic Decathlon,The Annual Academic Decathlon is a nationwide competition that promotes academic excellence through teamwork. Students of all achievement...
Crown Family PlayLab at The Field Museum,The Field Museum,"The Crown Family PlayLab starts with a child's innate curiosity, adds real artifacts and specimens, and encourages young explorers to..."
Photographers Needed for Charity Fashion Show,Compass to Care Childhood Cancer Foundation,Compass to Care's biggest event of the year is coming up quickly and we need volunteers to help make it a huge success. We need you!!...
Tutor in West Loop/Near West Side,Tutoring Chicago,Looking to make a lasting impact on your community? Join our growing volunteer team in the West Loop/Near West Side and help a student...
Inspire and Prepare Young People,Junior Achievement USA,Make an impact on the lives of kindergarten to 12th grade students across the USA by volunteering for JA! Volunteers can engage with...
Career Day at Phoenix Military Academy,Junior Achievement of Chicago,"At Junior Achievement, we believe that exposure to professional role models like you can help students set meaningful goals, make smarter..."
Teach Work Readiness Workshops at Phoenix Military Academy!,Junior Achievement of Chicago,Please join our High School Seniors from Phoenix Military Academy at Robert Morris University to teach three Work Readiness workshops!...
Put a smile on a patient's face! Children's Hospital volunteers wanted!,Ann & Robert H. Lurie Children's Hospital of...,Ann & Robert H. Lurie Children's Hospital of Chicago is seeking interested candidates to help in a variety of volunteer roles with...
Academic Tutor/Mentor for High School Students,HighSight,"HighSight is a nonprofit organization that provides scholaships, tutoring, mentoring, leadership development and college readiness..."
Field Trip Experience Volunteers,The Field Museum,Want to Get Students Curious About the World? Become a Field Museum Field Trip Experience Volunteer! Engage with diverse groups of pre-K...
Field Trip Steward,The Field Museum,"Field Trip Stewards will welcome field trip groups to the Field Museum, helping with logistics and orienting school groups. Volunteers..."
Secret Agent Supply Clerks Needed at 826CHI,826CHI,"Volunteers in the Secret Agent Supply welcome visitors, customers, and community members into our space and educate them about 826CHI's..."
Instrument Maintenance,BANDWITH MUSIC LTD,"We need a few volunteers to help us with basic instrument maintenance. Guitars need to be strung and cleaned up, brass instruments need..."
Volunteer After School Coach,Girls in the Game,Girls in the Game is seeking energetic and committed volunteers to support Girls in the Game After School. Brush up on your athletic...
Part-time Up2Us Coach,Girls in the Game,"About Girls in the Game At Girls in the Game every girl finds her voice, discovers her strength and leads with confidence through fun and..."
Bond With a Youth--Become a Mentor!,Mercy Home for Boys and Girls,Here's a great way to work with kids and make new friends while having a fantastic experience! Mercy Home's Friends First mentoring...
Become a Tutor and Mentor to Chicago Youth!,"Chicago Lights Tutoring Program, Fourth...","Celebrating its 55th year of service, Tutoring provides academic support to children living in under-resourced neighborhoods on the near..."
After-School Instructors,Project Education Plus,"Instructors are needed to cover the following areas: - Arts & Crafts - Tutoring (Math. Reading & Science) - Fine Arts (Art,..."
Marketing and Development Committee,GREEN STAR MOVEMENT NFP,"BOARD OF DIRECTORS COMMITTEES We are looking for individuals to serve on the Governance, Program, or Marketing & Development..."
Energetic Volunteers Wanted for Camp One Step!,Camp One Step,Thank you for considering to volunteer your time and talent to help kids that have been diagnosed with Cancer and their families. We are...
Development and Communications Intern,Girls in the Game,"About Girls in the Game At Girls in the Game every girl finds her voice, discovers her strength and leads with confidence through fun and..."
After School Homework Tutor (Grades 9-12),Project: VISION,"Project: VISION (www.projectvisionchicago.org) is a small grassroots nonprofit organization serving youth in Chicago's Chinatown,..."
After School Homework Tutor (Grades 6-8),Project: VISION,"Project: VISION (www.projectvisionchicago.org) is a small grassroots nonprofit organization serving youth in Chicago's Chinatown,..."
After School ESL Tutor (grades 6-12),Project: VISION,We are seeking tutors for our After School Homework Tutoring Program. Tutors will assist English Language Learners (ESL or ELL) students...
Facilities coordinator for STEM conference,EYH Chicago,About the position: we're looking for University of Illinois at Chicago (UIC) students to coordinate with the UIC building staff to book...
Family Literacy Program Volunteers,Association House of Chicago,The Family Literacy Program provides on-site childcare for the children of the parents who attend Association House High School. We also...
Tutoring Incarcerated youth at Illinois Youth Center Chicago,Literacy Volunteers of Illinois,Literacy Volunteers of Illinois' Jump Start program began as an initiative to invite members from the community to tutor incarcerated...
Tutor incarcerated youth through AmeriCorps at IYC Chicago,Literacy Volunteers of Illinois,Tutor incarcerated youth at the Illinois Youth Center in Chicago through the VOCAL AmeriCorps Program of Literacy Volunteers of Illinois...
Special Olympics Illinois Young Professionals Development Board - Chicago,Special Olympics Illinois,Volunteers are welcomed to join the Young Professionals Board of Special Olympics Illinois. Volunteers meet approximately monthly for an...
Make a Difference by Mentoring Youth in North Lawndale,Chicago HOPES for Kids,"Did you know that approximately 18,000 Chicago Public School students were identified as homeless during the 2016-2017 academic school..."
Auxiliary Board,Association House of Chicago,Join our Auxiliary Board to make a big impact in Chicago! The Association House of Chicago’s young professionals’ board...
EYH Chicago Organizing Committee member,EYH Chicago,"EYH Chicago is a one-day conference held each year to encourage young women to pursue science, technology, engineering and mathematics..."
Host an Exchange Student! - Join Greenheart's Global Family,Greenheart Exchange,Bring the world to your community as a host family with Greenheart Exchange! Families who host exchange students often experience a...
Join the Global Glimpse Chicago Regional Leadership Council!,GLOBAL GLIMPSE,Global Glimpse is looking for highly motivated and passionate career professionals to join our Regional Leadership Council (RLC) in...
ChiPOP Community Engagement Volunteer,POP ON TEEN VIOLENCE INC,Expanding community engagement within the Northwest Indiana and Chicagoland areas through: 1. Partnering up with local middle school and...
ChiPOP Student Engagement Specialist,POP ON TEEN VIOLENCE INC,Recruit and retain interested students through engagement efforts for our program by: 1. Develop a supportive and trusting relationship...
Golf Classic Committee,The Big Shoulders Fund,Every year the Big Shoulders Fund holds its annual Golf Classic. This year the 14 th Annual Golf Classic is being held at Olympia Fields...
Director of Marketing and Communications,MINDS MATTER,Management Team: Director of Marketing & Communications (Marcom) The Director of Marketing & Communications primary goal is to...
Alain Locke Charter School Associate Board,Alain Locke Charter School,"The mission of the Alain Locke Charter School is to serve as a demonstration for urban schools exemplifying excellence in academics, the..."
Associate Board Member,Project: VISION,"Project: VISION ( www.projectvisionchicago.org) is a small grassroots nonprofit organization serving youth ages 12-18, who are primarily..."
Board Member for Youth Organization,Project: VISION,"Project: VISION ( www.projectvisionchicago.org) is a small grassroots nonprofit organization serving youth ages 12-18, who are primarily..."
Looking for volunteer Medical Staffing for Camp!,Camp One Step,"We are looking for medical volunteers for upcoming One Step Programs. We offer camps and programs for children whom are battling cancer,..."
Help Send a Kid With Cancer to Camp!,Camp One Step,We are looking for volunteers that are interested in helping our mission of making sure that kids with cancer can have amazing...
After School Tutor/Mentor,Casa Central,"Looking for the opportunity to support school age children, 6- 17 years old? With the new the school year approaching we are seeking..."
Associate Board Members Wanted!,Changing Worlds,Changing Worlds seeks new Associate Board members to support the educational arts organization through various fundraising strategies....
BEDSIDE MAGIC - DOWNTOWN: LURIE CHILDREN'S HOSPITAL - Bring joy and magic to sick kids,Open Heart Magic,Open Heart Magic (OHM) is a nonprofit organization that brings the joy of magic to sick kids in hospitals. As a volunteer Hospital...
BEDSIDE MAGIC - DOWNTOWN CHICAGO: RUSH UNIVERSITY MEDICAL CENTER - Bring joy and magic...,Open Heart Magic,Open Heart Magic (OHM) is a nonprofit organization that brings the joy of magic to sick kids in hospitals. As a volunteer Hospital...
Community Organization Seeks Treasurer,The Paint the World Project,"The treasurer of a board keeps the organization’s financial records, unless the organization has a professional accountant or..."
Activities Coordinator,Vietnamese Association of Illinois,The Activities Coordinator volunteer will plan an activity for the day that will encourage our youth to get active and use their pent-up...
Youth Mentor,Vietnamese Association of Illinois,Our volunteer mentors will lead workshops/programs that engage our youth in relevant topics they encounter in their daily lives; this can...
Girls Inc. of Chicago Ambassadors,GIRLS INC OF CHICAGO,Girls Inc. of Chicago welcomes ambassadors to the program that are willing to help in the classroom as a Program Aide. The Program Aide...
Tutor (K-8),Vietnamese Association of Illinois,VAI is looking for tutors for our youth program! Our program runs after school each day. Volunteers will assist students in grades K-8...
Chicago's Little Village and Pilsen neighborhoods need leaders like YOU!,Girl Scouts of Greater Chicago and Northwest...,Girls in Little Village and Pilsen need inspiring Girl Scout troop leaders - people like you! We are looking for people to share their...
Chicago Midway area needs leaders like YOU!,Girl Scouts of Greater Chicago and Northwest...,Girls in Chicago Midway area need inspiring Girl Scout troop leaders - people like you! We are looking for people to share their time and...
Chicago needs leaders like YOU!,Girl Scouts of Greater Chicago and Northwest...,"Girls in Gage Park, Brighton Park, Back of the Yards, and McKinley Park need inspiring Girl Scout troop leaders - people like you! We are..."
Editor Internship,The Borgen Project,"The Borgen Project is an innovative, national campaign that is working to make poverty a focus of U.S. foreign policy. Editors edit..."
Have fun while doing good: mentor a refugee young adult! 19-24,Heartland Alliance Refugee and Immigrant...,"What? Build a relationship and meet regularly with a refugee young adult aged 19-24. Assist with adapting to the United States, goal..."
Front Desk Volunteer,New Moms,"New Moms is a nonprofit headquartered on the west side, serving the Chicago metropolitan area. We work to interrupt the generational..."
North Grand High School,Junior Achievement of Chicago,North Grand high school is looking for volunteers to come into the classroom and work with seniors to learn more about possible career...
North Grand High School,Junior Achievement of Chicago,North Grand high school is looking for volunteers to come into the classroom and work with seniors to learn more about possible career...
North Grand High School,Junior Achievement of Chicago,North Grand high school is looking for volunteers to come into the classroom and work with seniors to learn more about possible career...
North Grand High School,Junior Achievement of Chicago,North Grand high school is looking for volunteers to come into the classroom and work with seniors to learn more about possible career...
North Grand High School,Junior Achievement of Chicago,North Grand high school is looking for volunteers to come into the classroom and work with seniors to learn more about possible career...
North Grand High School,Junior Achievement of Chicago,North Grand high school is looking for volunteers to come into the classroom and work with seniors to learn more about possible career...
Give Children the Greatest Gift,"Normal Moments, Inc.","When a child is in pain or feeling ill, you never hear them say ""I want to go to Disney World"". Rather, they say ""I WANT..."
Help a struggling reader!,Oglesby Elementary School,I am looking for a volunteer to read to and work on literacy activities with a fourth grader who is a beginning reader. The ideal...
Read with CPS 3rd Graders in Albany Park at Hibbard Elementary!,Working In The Schools (WITS),Working in the Schools (WITS) creates positive learning communities through a portfolio of volunteer literacy mentor programs and teacher...
Help Prevent Youth From Being Victims of Crime & Violence!,VOICES OF VARIETY,We are looking for individuals with high energy and who wants to make a difference. Must like working with and helping youth. We have...
Program Assistant: Holiday Event Helper,iGlow Mentoring,"If you are looking for a meaningful way to give back to the community during the holidays, then the iGlow Holiday Gift Program is just..."
Mentor a refugee teen,RefugeeOne,Want to make a difference in the life of a refugee? RefugeeOne's teen and young adult mentoring program matches refugee youth ages 15-24...
Tutor a Refugee Student,RefugeeOne,Want to help make a difference in the life of a young refugee? RefugeeOne’s in-home tutors work one-on-one with a child who has...
Program Coordinator (Teen Girls),iGlow Mentoring,Job Summary: We are currently working on launching a new program honoring teen girls throughout the Chicagoland area. Our Program...
Read with CPS Kindergarteners in Logan Square at McAuliffe Elementary,Working In The Schools (WITS),Working in the Schools (WITS) sets students on a trajectory for success by building critical literacy skills and positive self-identity...
Volunteer Tutor for HS students,Pass With Flying Colors,Pass With Flying Colors is a college readiness and success program that works out of Northtown Academy in Northwest Chicago. We support...
After School Mentor and Tutor (Austin),St. Joseph Services,Love working with kids? Come share a little of your time at St. Joseph Services. We are an organization that provides educational...
Host/Hostess,"Wonder Works, A Children's Museum in Oak Park","As our Host/Hostess, you will be the first person our guests meet when they bring their children to our play and learning destination...."
Play Expert,"Wonder Works, A Children's Museum in Oak Park","At Wonder Works, our Play Experts are an integral part of our mission of inspiring confidence, curiosity, and creativity in children and..."
Art Experience Volunteer,"Wonder Works, A Children's Museum in Oak Park",Do you love exploring art? If you aren't afraid to get a little messy join our Art Experience Team and bring the joy of art to our young...
Children's Program Volunteer,"Wonder Works, A Children's Museum in Oak Park","Join our Museum Program Team and lead story times, science programs, and art programs. Some of the programs include shadow puppet story..."
Volunteers Needed!  JASC Holiday Delight Decoration,JASC,Holiday Delight is our longstanding community event on the north side of Chicago. Our family friendly event hosts a wide variety of...
Mentor's / Youth Advocates Needed,The Rise Foundation,"We currently are seeking Mentors to assist our youth in the college planning process, Candidate will act as an advocate for youth..."
Early Childhood Classroom Support,VOCEL VIEWING OUR CHILDREN AS EMERGING LEADERS...,The Early Childhood Classroom Support Volunteer will support young children and parents/caregivers as part of VOCEL’s Child-Parent...
Tutor or Mentor a middle school student in Rogers Park!,LIVING WORKS,Living Works After School Program: Middle School Tutor-Mentor The Living Works High School Readiness Program seeks tutor-mentors to work...
Tutor an elementary school student in Rogers Park!,LIVING WORKS,Living Works After School Program: Elementary School Tutor The Living Works After-School Program seeks tutors to work with elementary age...
