title,org,desc
Soup Kitchen and Food Pantry Volunteer,St Vincent de Paul Food Pantry and Soup Kitchen,"The Elizabeth Ann Seton Food Pantry and Sandwich Window began in 1980, handing out coffee and sandwiches to patrons on our front porch...."
Program Assistant,RESOLUTE HEALTH OUTREACH,"Resolute Health Outreach is looking for a Program Assistant to perform basic administrative duties such as answering emails, filing, trip..."
Third Sunday Volunteer at St. James Food Pantry,ST. JAMES FOOD PANTRY,Upcoming Sunday's: November 3rd November 24th Volunteers are needed from 1:30 pm- 3:00 pm. Third Sundays are when we receive donations...
Second Saturday Volunteer at St. James Food Pantry,ST. JAMES FOOD PANTRY,Volunteers are needed from 8:00 am-Noon. Second Saturdays are our giant distributions to our clients. On those Saturdays we serve 200-300...
Learn to complete papers for non-profit,Chicago URBAN ART RETREAT Center,work on preparing papers for a non-profit organization. learn about how to do this type of work.
Monday Volunteer at St. James Food Pantry,ST. JAMES FOOD PANTRY,Volunteers will be able to help in the following ways: fill bags with groceries for distribution to our clients during the week help with...
Tuesday Volunteer at St. James Food Pantry,ST. JAMES FOOD PANTRY,"On Tuesdays, volunteers can come in during two time frames: 8:30-11:30 am and from 12:00-3:30 pm 1. Volunteers will be able to help in..."
Wednesday Volunteer at St. James Food Pantry,ST. JAMES FOOD PANTRY,"On Wednesday, volunteers can come in during two time frames: 8:30-11:30 am and from 12:00-3:30 pm 1. Volunteers will be able to help in..."
Thursday Volunteer at St. James Food Pantry,ST. JAMES FOOD PANTRY,"On Thursdays, volunteers can come in during two time frames: 8:30-11:30 am and from 12:00-3:30 pm 1. Volunteers will be able to help in..."
Case Manager,Above and Beyond family Recovery Center,Above and Beyond Family Recovery Center provides free counseling services to one of the most under-served communities in Chicago. Our...
Volunteer Super Hero(ine),Above and Beyond family Recovery Center,Above and Beyond Family Recovery Center provides FREE counseling service to the most under-served substance abusing populations in...
Story Capturing Mentor,Above and Beyond family Recovery Center,Above and Beyond Family Recovery Center provides FREE counseling service to the most under-served substance abusing populations in...
PC Support Technician,Above and Beyond family Recovery Center,Above and Beyond Family Recovery Center provides FREE counseling service to the most under-served substance abusing populations in...
Event Supporter,Above and Beyond family Recovery Center,Above and Beyond Family Recovery Center provides FREE counseling service to the most under-served substance abusing populations in...
Green-Thumbed Gardener,Above and Beyond family Recovery Center,Above and Beyond Family Recovery Center is searching for competent and reliable gardeners to maintain our facility’s community...
Office Assistant,Above and Beyond family Recovery Center,"Above and Beyond is looking for a reliable, organized Office Assistant to manage the day-to-day administrative aspects of our recovery..."
Front page editor for great news site,The Daily Source,DailySource.org is looking for an individual with a nose for news to help update our site with great content and lay out the front page....
Volunteer WIX Website Designer,"Renaissance Social Services, Inc.",Renaissance Social Services is looking for an individual with WIX website design experience to assist was with updating and making our...
Social Media Intern,Metropolitan Tenants Organization,"The mission of the Metropolitan Tenants Organization (MTO) is to educate, organize and empower tenants to have a voice in the decisions..."
Spanish Medical Interpreter,CommunityHealth,"At CommunityHealth, we rely on generous volunteer interpreters to make sure our Spanish-speaking patients have the opportunity to..."
Polish Medical Interpreter,CommunityHealth,"CommunityHealth is a free health clinic serving the low-income, uninsured. At CommunityHealth, we rely on generous volunteer interpreters..."
EDUCATE Tutor,Casa Central,La Posada’s main goal is to restore families who are experiencing homelessness to stable and permanent living situations by...
"Help Seniors in Your Community, River Forest!",Residential Hospice,Do you want to make real change for seniors in your community? We are looking for someone to provide support to hospice patients in the...
Be The Change for Seniors in Oak Park,Residential Hospice,"We are looking for someone to provide support to hospice patients in the Oak Park area. Your presence alone can make someone feel loved,..."
Political Affairs Internship,The Borgen Project,"The Borgen Project is an innovative, national campaign that is working to make poverty a focus of U.S. foreign policy. This is a..."
Public Relations/Marketing Internship,The Borgen Project,The Borgen Project is hiring a Public Relations/Marketing Intern who will work remotely. This public relations intern will be involved in...
Editor Internship,The Borgen Project,"The Borgen Project is an innovative, national campaign that is working to make poverty a focus of U.S. foreign policy. Editors edit..."
Advocate Internship,The Borgen Project,Location: Nationwide (Telecommute Volunteer Role) Salary: Unpaid Duration: 3-months Hours : 4-hours per week Start Date: New programs...
Nonprofit Leadership Internship,The Borgen Project,"The Borgen Project is an innovative, national campaign that is working to make poverty a focus of U.S. foreign policy. This is a..."
Writer Internship,The Borgen Project,"The Borgen Project is an innovative, national campaign that is working to make poverty a focus of U.S. foreign policy. This is a 12-week,..."
Have fun while doing good: mentor a refugee young adult! 19-24,Heartland Alliance Refugee and Immigrant...,"What? Build a relationship and meet regularly with a refugee young adult aged 19-24. Assist with adapting to the United States, goal..."
House Mom,The Well of Mercy,"The house mom would be a live-in presence at The Well of Mercy. She will monitor daily chores, make the cooking and chore monthly..."
Serve as Treasurer for a global chamber music organization!,Crossing Borders Music,We are currently seeking applicants to join our Board of Directors to begin transitioning into the role of Treasurer. Folks who are...
Citizenship exam tutors,Heartland Human Care Services - A Company of...,"Heartland Alliance for Human Needs & Human Rights is a service-based, human rights organization that provides housing, health care,..."
English Language Training Intern,Heartland Human Care Services - A Company of...,Refugee & Immigrant Community Services English Language Training Intern Reports to: Supervisor of English language training...
Many PBN  Opportunities starting in Fall 2019,Pro Bono (legal) Network,"Are you an attorney looking to do some pro bono work? But don't know how? Join Pro Bono Network on Thursday, September 5th from..."
Admin Volunteers,Rincon Family Services,"Looking for admin help with filing, data entering in accounting & purchasing departments."
Cooking Instructor Volunteer,Sarah's Circle,We are looking for one volunteer to help out in our kitchen once a month by leading a cooking class with our clients. Food prepared will...
Kennel Help,Famous Fido Rescue & Adoption Alliance,Famous Fido Rescue and Adoption Alliance is looking for a volunteer EXPERIENCED kennel help person. We are non-profit animal rescue...
Lunch Provider Team,Housing Forward,LUNCH TEAM (up to 5 people) Housing Forward is seeking individuals or a small group to provide lunch service to our shelter clients at...
2nd Shift Volunteer Team - Overnight (10:30pm - 5:00am),Housing Forward,Team of 2 Individuals Overnight Team: 10:30pm - 2:00am and 2:00am - 5:30am Overnight Shelter 2nd Shift Responsibilities: Site Security...
3rd Shift Site Captain,Housing Forward,"5:00 AM to 7:30 AM once a week through May, 2019 Volunteer responsibilities: Coordinate and oversee both breakfast and 3rd shift..."
1st Shift Volunteer Team  (6:30 pm - 10:30 pm),Housing Forward,Volunteer team (Minimum of 4 individuals) *Teams can sign up for more than one date Volunteers in the Shelter will work cooperatively...
3rd Shift Volunteer Team,Housing Forward,Third shift (Morning) team of 4 individuals needed to support our shelter morning operations once a week. *Teams are welcome to sign up...
Become a Women's Empowerment Mentor for a Refugee Woman! *literacy focused,Heartland Alliance Refugee and Immigrant...,Women’s Empowerme nt Progra m (Women Identified Volunteers Only) WHAT: Develop a relationship with an adult refugee woman to...
Breakfast Provider Team,Housing Forward,BREAKFAST TEAM (minimum of 4 people) Housing Forward is seeking teams of at least 4 individuals to provide breakfast service to our...
Befriend a newly arrived refugee family! Become a Family Mentoring volunteer!,Heartland Alliance Refugee and Immigrant...,Family Mentoring Program About: Family Mentors meet regularly with a newly arrived refugee family or individual to help them make a...
Food Pantry Support - Help Us Fight Food Insecurity,OPEN ARMS MINISTRY,Role: Food Pantry Support Mission: Open Arms Food Pantry provides grocery items to individuals and families struggling with food...
Classroom Support Volunteer,Center for Changing Lives,Center for Changing Lives Classroom Support Volunteer Description Background: The Center for Changing Lives’ vision is a community...
Parent Leader - South Shore,AWOFINC,"Parent Leaders are ambassadors in the community, by offering other parents information about proven ""parenting techniques""..."
Tutor Refugee Adults in English with Heartland Alliance,Heartland Alliance Refugee and Immigrant...,About: Heartland Alliance’s Vocational English Language Training (VELT) program provides a comfortable place for adult refugees...
Parent Leader - Chicago 5th Ward,AWOFINC,"The primary criteria for recruiting these parent leaders will be their passion, desire, and enthusiasm for making positive changes in..."
Community Outreach Coordinator - Parent Information & Resource Center,AWOFINC,Community Outreach Coordinator should be interested in pursuing a career in social service nonprofit work. Coordinator responsibilities:...
Hospice Companion in La Grange,Residential Hospice,"We are searching for people who are truly interested in not just volunteering, but really making a difference. Your presence could bring..."
Comfort Seniors in the Berkeley Area!,Residential Hospice,We are looking for individuals who really want to make a difference for seniors in their community. We need volunteers to provide...
Sustainable Climate Environment Advocate Westchester IL,Citizens' Climate Lobby,"Protect our environment and the special world in which we live. Citizens’ Climate Lobby (CCL) wants you! As a volunteer,..."
Sustainable Climate Environment Advocate Evanston IL,Citizens' Climate Lobby,"Protect our environment and the special world in which we live. Citizens’ Climate Lobby (CCL) wants you! As a volunteer,..."
One Time Events,SOUTHSIDE PREGNANCY CENTER,"Provide support through committee work and service opportunities for annual and special events: Laugh for Life, Phonathon, Friends for..."
SPC Volunteer,SOUTHSIDE PREGNANCY CENTER,"Are you seeking a volunteer position that is richly fulfilling and rewarding? For many of our volunteer opportunities, we request that..."
"Volunteers Companionship needed for our seniors,",Great Lakes Caring Hospice,"Make a real difference in someone's life! Great Lakes Caring/Elara Hospice, a leading care provider in the Midwest, is looking for..."
"""OPERATION SEARCHLIGHT""  LOOKING FOR MISSING VETS",COALITION OF VETERANS ORGANIZATIONS,The Coalition of Veterans Organizations is preparing a search for American Veterans right here in our own Chicago area neighborhoods and...
Community Canvasser,AWOFINC,Purpose of Position: To promote AWOFINC and affiliates programs and increase community participation. Position’s Customer(s):...
Internship NAMI CCNS,NAMI COOK COUNTY NORTH SUBURBAN,Be an intern for a mental health nationwide non-profit! Learn about the programs/events of NAMI CCNS.
Office Management Volunteer,Open Communities,"Assist staff in a variety of ways, including helping with answering phones; taking messages and transferring calls; opening and sorting..."
Outreach Volunteer,Open Communities,"In partnership with the Senior Housing Counselor, the Outreach Volunteer will spearhead all initiatives engaging participants through..."
Greeter,Ten Thousand Villages Evanston,Ten Thousand Villages Evanston likes to make a good first impression. Help make our shoppers feel welcomed either in the store or at...
Curriculum and Design Volunteer Opportunity,Open Communities,"In Partnership with the Senior Housing Counselor, the Curriculum and Design volunteer will spearhead our trainings and workshops..."
Data and Policy Volunteers,Open Communities,"In partnership with the Compliance and Reporting Analyst, the Data and Policy Volunteer will spearhead all initiatives regarding..."
Personal Shopper,Ten Thousand Villages Evanston,Ten Thousand Villages could use your help at our store and at off site events. Help tell the stories of the Artisans who produce the fair...
Custodian,Ten Thousand Villages Evanston,"Ten Thousand Villages Evanston need a volunteer to sweep and mop a 3,000 sq ft. store, keep two bathrooms sparkling clean, handle the..."
Human Rights Authority Member,Illinois Guardianship and Advocacy Commission,Make a Difference in the Lives of Persons with Disabilities - Become a Human Rights Authority Member Serve on a board that reviews...
Make meaningful connections with seniors in Villa Park,Residential Hospice,"We are searching for people who are truly interested in not just volunteering, but really making a difference. Your presence could bring..."
"""Never die alone"" Hospice Companions in OakBrook",Residential Hospice,Do you want to build relationships with seniors in your community? We are searching for people who are truly interested in not just...
Comfort Seniors in Bensenville!,Residential Hospice,We are looking for someone to provide support to hospice patients in the Bensenville area. Your presence alone can make someone feel...
Cosmetologist Volunteers Wanted for Seniors,Residential Hospice,"We are searching for cosmetologist who are truly interested in making a difference, not just providing services. Your presence could..."
Bring a smile to seniors in Westmont,Residential Hospice,"We are searching for people who are truly interested in not just volunteering, but really making a difference. Your presence could bring..."
Give back to hospice patients in Westmont,Residential Hospice,"If you've ever felt like you haven't had the time to make a significant impact, perhaps we could help. Our patients and families are..."
Be a Friend for Hospice Patients in Hinsdale,Residential Hospice,"We are searching for people who are truly interested in not just volunteering, but really making a difference. Your presence could bring..."
Home-Delivered MEALS Drivers--Elk Grove region--Help Seniors!,Kenneth Young Center,"As a Home-Delivered MEALS DRIVER, you will use your vehicle to provide hot meals to home-bound Seniors. You will pick up the meals at a..."
Help Us Feed the Community- Volunteer at Our Food Pantry! (Westmont),People's Resource Center,"Help us provide food to neighbors in need in the community! Unpack boxes, restock shelves, and assist shoppers as they select food at our..."
Sustainable Climate Environment Advocate Whiting IN,Citizens' Climate Lobby,Support market-based climate and energy solutions! Citizens’ Climate Lobby (CCL) is a strictly nonpartisan organization that...
Sustainable Climate Environment Advocate Elmhurst IL,Citizens' Climate Lobby,Support market-based climate and energy solutions! Citizens’ Climate Lobby (CCL) is a strictly nonpartisan organization that...
Sustainable Climate Environment Advocate Hammond IN,Citizens' Climate Lobby,Support market-based climate and energy solutions! Citizens’ Climate Lobby (CCL) is a strictly nonpartisan organization that...
#GivingTuesday Telethon Volunteers Needed. *Help us kick off this Giving Season right!*,"Sertoma Centre, Inc.","After Black Friday and Cyber Monday comes #GivingTuesday. Each year Sertoma Centre enlists the help of amazing volunteer, just like you,..."
Hospice Volunteer in Elmhurst,Residential Hospice,"We are searching for people who are truly interested in not just volunteering, but really making a difference. Your presence could bring..."
Break the language barrier. One conversation at a time.,Literacy DuPage,"Change Someone’s Future Bridge the language gap by tutoring an adult English! As a volunteer tutor, you will teach an adult to..."
Sustainable Climate Environment Advocate Des Plaines IL,Citizens' Climate Lobby,Support market-based climate and energy solutions! Citizens’ Climate Lobby (CCL) is a strictly nonpartisan organization that...
Meet a new senior friend! New Trier Friendly Visitors Needed,Argentium Care (formerly SASI),"Argentium Senior Connections, Family Service of Glencoe, and New Trier Township have partnered to bring Senior Connections' friendly..."
Artist Mentor,Arts of Life North Shore,Artist Mentors The Arts of Life advances the creative arts community by providing artists with intellectual and developmental...
Design Content for Arts Based Non-Profit,Arts of Life North Shore,Designer Arts of Life advances the creative arts community by providing artists with intellectual and developmental disabilities a...
Seeking Creative Individuals!,Arts of Life North Shore,Arts of Life advances the creative arts community by providing artists with intellectual and developmental disabilities a collective...
